,School_ID,Short_Name,Long_Name,Primary_Category,CPS_School_Profile,Website,School_Latitude,School_Longitude,Program_Type,Application_Requirements,Program_Selections
10,610027,KIPLING,Rudyard Kipling Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610027,http://www.kiplingtigers.org,-87.63952072,41.72362691,Magnet Cluster (Fine and Performing Arts),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
11,609712,HIRSCH HS,Emil G Hirsch Metropolitan High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609712,http://hirschmetrohs.org,-87.60172727,41.75374796,General Education,None,"Students who live within the school's attendance boundary can be admitted automatically.Students who live outside of the school's attendance boundary are randomly selected by computerized lottery. The lottery is conducted in the following order: sibling, general."
12,400164,INSTITUTO - LOZANO HS,Instituto - Justice Lozano,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400164,https://ijla.org,-87.68406494,41.84544602,General Education,,
13,610177,SKINNER,Mark Skinner Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610177,https://www.skinnerwest.cps.edu,-87.65941898,41.87910254,Magnet Cluster (Fine and Performing Arts/Technology),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
14,610177,SKINNER,Mark Skinner Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610177,https://www.skinnerwest.cps.edu,-87.65941898,41.87910254,Selective Enrollment (Classical School),"An admissions test is required. Students applying to grades K-4 do not have minimum eligibility requirements in order to be tested. Students applying to grades 5-8 must meet the following minimum eligibility requirements:<General Education/504 Plan Students:Minimum percentile of 60 in both reading and math on the NWEA MAP.IEP Students: Minimum percentile of 50 in one subject (reading or math), and minimum percentile of 40 in the other subject on the NWEA MAP.","Students are selected based on their admissions exam score. At the entry-level grade, the first 30 percent of the seats are filled by rank ordering the exam scores. The remaining seats at the entry-level grade are equally distributed among the four tiers, and are filled in rank order by the top-scoring students in each tier. For all grades above the entry-level grades, seats are filled by the top-scoring students in rank order. There is no sibling preference."
15,610000,HOWE,Julia Ward Howe Elementary School of Excellence,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610000,http://howe.auslchicago.org,-87.75939839,41.89361221,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
16,609979,HEALY,Robert Healy Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609979,http://healy.cps.edu/,-87.64034075,41.83959486,Magnet Cluster (Fine and Performing Arts),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
17,610565,CAMELOT - EXCEL ENGLEWOOD HS,Camelot Excel - Englewood HS,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610565,https://cameloteducation.org/excelenglewood,-87.64912435,41.76389597,General Education,,
18,609865,JORDAN,Jordan Elementary Community School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609865,https://jordan.cps.edu,-87.67776252,42.01708759,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
19,610229,PRITZKER,A.N. Pritzker School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610229,http://www.pritzkerschool.org,-87.67776098,41.90705301,Magnet Cluster (Fine and Performing Arts),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
20,610229,PRITZKER,A.N. Pritzker School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610229,http://www.pritzkerschool.org,-87.67776098,41.90705301,Selective Enrollment (Regional Gifted Center),"An admissions test is required. Students applying to grades K-4 do not have minimum eligibility requirements in order to be tested. Students applying to grades 5-8 must meet the following minimum eligibility requirements:<General Education/504 Plan Students:Minimum percentile of 60 in both reading and math on the NWEA MAP.IEP Students: Minimum percentile of 50 in one subject (reading or math), and minimum percentile of 40 in the other subject on the NWEA MAP.","Students are selected based on their admissions exam score. At the entry-level grade, the first 30 percent of the seats are filled by rank ordering the exam scores. The remaining seats at the entry-level grade are equally distributed among the four tiers, and are filled in rank order by the top-scoring students in each tier. For all grades above the entry-level grades, seats are filled by the top-scoring students in rank order. There is no sibling preference."
21,610159,SCAMMON,Jonathan Y Scammon Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610159,http://scammon.cps.edu,-87.73217878,41.9416776,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
22,609848,ALDRIDGE,Ira F Aldridge Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609848,https://aldridge.cps.edu,-87.60647385,41.65740497,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
23,400009,GLOBAL CITIZENSHIP,Academy for Global Citizenship Charter School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400009,https://agcchicago.org,-87.74009744,41.80757851,General Education,,
24,610300,WESTCOTT,Oliver S Westcott Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610300,https://westcott.cps.edu,-87.63475052,41.74886823,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
25,400131,YCCS - CAMPOS,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400131,https://pachs-chicago.org,-87.69600602,41.902849700000004,General Education,,
26,610179,SMYSER,Washington D Smyser Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610179,https://smyser.org,-87.78197454,41.95886804,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
27,610006,HURLEY,Edward N Hurley Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610006,http://hurley.cps.edu,-87.71954083,41.76678528,Magnet Cluster (Fine and Performing Arts/Dual Language),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
28,610087,BLAIR,Blair Early Childhood Center,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610087,https://blair.cps.edu/,-87.79060442,41.77655627,General Education,,
29,609753,CHICAGO AGRICULTURE HS,Chicago High School for Agricultural Sciences,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609753,https://chicagoagr.org,-87.71776967,41.69122074,Agricultural Sciences,General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP.,"Eligible students are randomly selected by computerized lottery. The lottery is conducted in the following order: sibling, proximity, tiers."
30,610237,BEETHOVEN,Ludwig Van Beethoven Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610237,https://www.beethovenelementarycps.org/,-87.62713681,41.80913476,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
31,610364,DUBOIS,William E B Dubois Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610364,https://dubois.cps.edu,-87.61432001,41.65373298,Magnet Cluster (World Language),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
32,400170,NOBLE - ACADEMY HS,Noble - The Noble Academy,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400170,https://nobleschools.org/nobleacademy,-87.64557694,41.906878799999994,General Education,None,"Students are randomly selected by computerized lottery. The lottery is conducted in the following order: sibling, general."
33,609819,BURKE,Edmond Burke Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609819,http://burke.cps.edu/,-87.61614052,41.79675956,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
34,609902,METCALFE,Ralph H Metcalfe Elementary Community Academy,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609902,http://metcalfe.cps.edu/,-87.63430552,41.66944402,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
35,609949,GRAY,William P Gray Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609949,http://gray.cps.edu,-87.75711559999999,41.94876358,Magnet Cluster (Technology),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
36,400022,CHIARTS HS,Chicago High School for the Arts (ChiArts),HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400022,https://chiarts.org,-87.69494501,41.89937657,Creative Writing,General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP and 7th grade minimum attendance percentage of 92.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP and 7th grade minimum attendance percentage of 92. A portfolio review is required for all eligible applicants.Students can apply to a maximum of two ChiArts programs.,Eligible students are selected on a point system. Points are based on the portfolio review.
37,400022,CHIARTS HS,Chicago High School for the Arts (ChiArts),HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400022,https://chiarts.org,-87.69494501,41.89937657,Dance,General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP and 7th grade minimum attendance percentage of 92.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP and 7th grade minimum attendance percentage of 92.An audition is required for all eligible applicants.Students can apply to a maximum of two ChiArts programs.,Eligible students are selected on a point system. Points are based on the audition.
38,400022,CHIARTS HS,Chicago High School for the Arts (ChiArts),HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400022,https://chiarts.org,-87.69494501,41.89937657,Music - Vocal,General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP and 7th grade minimum attendance percentage of 92.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP and 7th grade minimum attendance percentage of 92.An audition is required for all eligible applicants.Students can apply to a maximum of two ChiArts programs.,Eligible students are selected on a point system. Points are based on the audition.
39,400022,CHIARTS HS,Chicago High School for the Arts (ChiArts),HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400022,https://chiarts.org,-87.69494501,41.89937657,Musical Theatre,General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP and 7th grade minimum attendance percentage of 92.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP and 7th grade minimum attendance percentage of 92. An audition is required for all eligible applicants.Students can apply to a maximum of two ChiArts programs.,Eligible students are selected on a point system. Points are based on the audition.
40,400022,CHIARTS HS,Chicago High School for the Arts (ChiArts),HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400022,https://chiarts.org,-87.69494501,41.89937657,Theatre,General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP and 7th grade minimum attendance percentage of 92.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP and 7th grade minimum attendance percentage of 92.An audition is required for all eligible applicants.Students can apply to a maximum of two ChiArts programs.,Eligible students are selected on a point system. Points are based on the audition.
41,400022,CHIARTS HS,Chicago High School for the Arts (ChiArts),HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400022,https://chiarts.org,-87.69494501,41.89937657,Visual Arts,General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP and 7th grade minimum attendance percentage of 92.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP and 7th grade minimum attendance percentage of 92.A portfolio review is required for all eligible applicants.Students can apply to a maximum of two ChiArts programs.,Eligible students are selected on a point system. Points are based on the portfolio review.
42,610133,WARD L,Laura S Ward Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610133,http://lwardstem.cps.edu,-87.71879729,41.89323561,Magnet Cluster (STEM),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
43,609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609674,https://chicagovocational.org,-87.57326752,41.73717393,Agricultural Sciences,None,Students are randomly selected by computerized lottery. General Education and 504 Plan students: Preference is given to students with percentiles of 24 and above on the NWEA MAP in reading and math. A total of 30% of the seats will be made available to attendance area applicants.IEP and EL students: Preference is given to students with combined NWEA MAP scores that equal 48 or above.Note: Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.
44,609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609674,https://chicagovocational.org,-87.57326752,41.73717393,Carpentry,None,Students are randomly selected by computerized lottery. General Education and 504 Plan students: Preference is given to students with percentiles of 24 and above on the NWEA MAP in reading and math. A total of 30% of the seats will be made available to attendance area applicants.IEP and EL students: Preference is given to students with combined NWEA MAP scores that equal 48 or above.Note: Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.
45,609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609674,https://chicagovocational.org,-87.57326752,41.73717393,Cosmetology,None,Students are randomly selected by computerized lottery. General Education and 504 Plan students: Preference is given to students with percentiles of 24 and above on the NWEA MAP in reading and math. A total of 30% of the seats will be made available to attendance area applicants.IEP and EL students: Preference is given to students with combined NWEA MAP scores that equal 48 or above.Note: Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.
46,609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609674,https://chicagovocational.org,-87.57326752,41.73717393,Culinary Arts,None,Students are randomly selected by computerized lottery. General Education and 504 Plan students: Preference is given to students with percentiles of 24 and above on the NWEA MAP in reading and math. A total of 30% of the seats will be made available to attendance area applicants.IEP and EL students: Preference is given to students with combined NWEA MAP scores that equal 48 or above.Note: Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.
47,609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609674,https://chicagovocational.org,-87.57326752,41.73717393,Diesel Technology,None,Students are randomly selected by computerized lottery. General Education and 504 Plan students: Preference is given to students with percentiles of 24 and above on the NWEA MAP in reading and math. A total of 30% of the seats will be made available to attendance area applicants.IEP and EL students: Preference is given to students with combined NWEA MAP scores that equal 48 or above.Note: Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.
48,609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609674,https://chicagovocational.org,-87.57326752,41.73717393,Early College STEM,None,Students are randomly selected by computerized lottery. General Education and 504 Plan students: Preference is given to students with percentiles of 24 and above on the NWEA MAP in reading and math. A total of 30% of the seats will be made available to attendance area applicants.IEP and EL students: Preference is given to students with combined NWEA MAP scores that equal 48 or above.Note: Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.
49,609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609674,https://chicagovocational.org,-87.57326752,41.73717393,General Education,None,"Students who live within the school's attendance boundary can be admitted automatically.Students who live outside of the school's attendance boundary are randomly selected by computerized lottery. The lottery is conducted in the following order: sibling, general."
50,609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609674,https://chicagovocational.org,-87.57326752,41.73717393,Medical Assisting,None,Students are selected on a point system. Points are based on 7th grade final GPA and NWEA MAP scores. The school determines the minimum cutoff score for selections.
51,609863,COLUMBUS,Christopher Columbus Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609863,http://columbus.cps.edu,-87.68193805,41.89956578,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
52,610046,LYON,Mary Lyon Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610046,https://marylyonschool.com,-87.7771742,41.93419216,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
53,610124,WASHINGTON H ES,Harold Washington Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610124,https://www.hwespacers.org,-87.59625662,41.72853414,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
